"","year","perc_expl","perc_non_expl","X","Region","Country","Rate","Count","type"
"1639",2013,0.22,0.78,495,"Europe","Serbia",43.189,3852,"Robbery"
"1640",2013,0.22,0.78,496,"Europe","Slovenia",18.274,377,"Robbery"
"1641",2013,0.22,0.78,497,"Europe","Spain",183.32,86034,"Robbery"
"1642",2013,0.22,0.78,498,"Europe","Austria",43.677,3737,"Robbery"
"1643",2013,0.22,0.78,499,"Europe","Belgium",205.119,22879,"Robbery"
"1644",2013,0.22,0.78,500,"Europe","France",195.1,124657,"Robbery"
"1645",2013,0.22,0.78,501,"Europe","Germany",58.189,47234,"Robbery"
"1646",2013,0.22,0.78,502,"Europe","Liechtenstein",2.703,1,"Robbery"
"1647",2013,0.22,0.78,503,"Europe","Luxembourg",107.182,582,"Robbery"
"1648",2013,0.22,0.78,504,"Europe","Monaco",NA,NA,"Robbery"
"1649",2013,0.22,0.78,505,"Europe","Netherlands",79.233,13346,"Robbery"
"1650",2013,0.22,0.78,506,"Europe","Switzerland",39.413,3196,"Robbery"
"1651",2013,0.22,0.78,507,"Oceania","Australia",50.359,11711,"Robbery"
"1652",2013,0.22,0.78,508,"Oceania","New Zealand",44.966,2032,"Robbery"
"1653",2014,0.22,0.78,509,"Africa","Burundi",45.662,4495,"Robbery"
"1654",2014,0.22,0.78,510,"Africa","Kenya",6.448,3011,"Robbery"
"1655",2014,0.22,0.78,511,"Africa","Madagascar",9.178,2165,"Robbery"
"1656",2014,0.22,0.78,512,"Africa","Mauritius",NA,NA,"Robbery"
"1657",2014,0.22,0.78,513,"Africa","Rwanda",NA,NA,"Robbery"
"1658",2014,0.22,0.78,514,"Africa","Uganda",9.872,3644,"Robbery"
"1659",2014,0.22,0.78,515,"Africa","United Republic of Tanzania",20.842,10413,"Robbery"
"1660",2014,0.22,0.78,516,"Africa","Cameroon",16.268,3690,"Robbery"
"1661",2014,0.22,0.78,517,"Africa","Sao Tome and Principe",NA,NA,"Robbery"
"1662",2014,0.22,0.78,518,"Africa","Algeria",53.98,21011,"Robbery"
"1663",2014,0.22,0.78,519,"Africa","Egypt",NA,NA,"Robbery"
"1664",2014,0.22,0.78,520,"Africa","Morocco",NA,NA,"Robbery"
"1665",2014,0.22,0.78,521,"Africa","Botswana",81.283,1698,"Robbery"
"1666",2014,0.22,0.78,522,"Africa","South Africa",337.291,183972,"Robbery"
"1667",2014,0.22,0.78,523,"Africa","Benin",NA,NA,"Robbery"
"1668",2014,0.22,0.78,524,"Africa","Cabo Verde",754.44,3908,"Robbery"
"1669",2014,0.22,0.78,525,"Africa","Guinea-Bissau",42.08,712,"Robbery"
"1670",2014,0.22,0.78,526,"Africa","Nigeria",NA,NA,"Robbery"
"1671",2014,0.22,0.78,527,"Africa","Senegal",NA,NA,"Robbery"
"1672",2014,0.22,0.78,528,"Americas","Bahamas",329.38,1222,"Robbery"
"1673",2014,0.22,0.78,529,"Americas","Barbados",100,285,"Robbery"
"1674",2014,0.22,0.78,530,"Americas","Dominica",7.042,5,"Robbery"
"1675",2014,0.22,0.78,531,"Americas","Dominican Republic",77.846,7913,"Robbery"
"1676",2014,0.22,0.78,532,"Americas","Grenada",58.716,64,"Robbery"
"1677",2014,0.22,0.78,533,"Americas","Jamaica",78.922,2269,"Robbery"
"1678",2014,0.22,0.78,534,"Americas","Puerto Rico",149.71,5171,"Robbery"
"1679",2014,0.22,0.78,535,"Americas","St. Kitts and Nevis",NA,NA,"Robbery"
"1680",2014,0.22,0.78,536,"Americas","St. Vincent and the Grenadines",NA,NA,"Robbery"
"1681",2014,0.22,0.78,537,"Americas","Trinidad and Tobago",196.182,2672,"Robbery"
"1682",2014,0.22,0.78,538,"Americas","Belize",86.119,304,"Robbery"
"1683",2014,0.22,0.78,539,"Americas","Costa Rica",1834.286,87954,"Robbery"
"1684",2014,0.22,0.78,540,"Americas","El Salvador",75.171,4732,"Robbery"
"1685",2014,0.22,0.78,541,"Americas","Guatemala",NA,NA,"Robbery"
"1686",2014,0.22,0.78,542,"Americas","Honduras",167.899,15037,"Robbery"
"1687",2014,0.22,0.78,543,"Americas","Mexico",138.989,167280,"Robbery"
"1688",2014,0.22,0.78,544,"Americas","Nicaragua",NA,NA,"Robbery"
"1689",2014,0.22,0.78,545,"Americas","Panama",250.91,9788,"Robbery"
"1690",2014,0.22,0.78,546,"Americas","Bermuda",51.563,33,"Robbery"
"1691",2014,0.22,0.78,547,"Americas","Canada",58.667,20923,"Robbery"
"1692",2014,0.22,0.78,548,"Americas","United States of America",101.326,322900,"Robbery"
"1693",2014,0.22,0.78,549,"Americas","Argentina",1134.971,483929,"Robbery"
"1694",2014,0.22,0.78,550,"Americas","Bolivia (Plurinational State of)",NA,NA,"Robbery"
"1695",2014,0.22,0.78,551,"Americas","Brazil",632.445,1282371,"Robbery"
"1696",2014,0.22,0.78,552,"Americas","Chile",598.806,106342,"Robbery"
"1697",2014,0.22,0.78,553,"Americas","Colombia",200.922,94369,"Robbery"
"1698",2014,0.22,0.78,554,"Americas","Ecuador",558.394,89075,"Robbery"
"1699",2014,0.22,0.78,555,"Americas","Guyana",NA,NA,"Robbery"
"1700",2014,0.22,0.78,556,"Americas","Paraguay",307.652,20305,"Robbery"
"1701",2014,0.22,0.78,557,"Americas","Peru",257.893,77600,"Robbery"
"1702",2014,0.22,0.78,558,"Americas","Uruguay",546.382,18577,"Robbery"
"1703",2014,0.22,0.78,559,"Asia","Kazakhstan",82.743,14317,"Robbery"
"1704",2014,0.22,0.78,560,"Asia","Kyrgyzstan",NA,NA,"Robbery"
"1705",2014,0.22,0.78,561,"Asia","Tajikistan",NA,NA,"Robbery"
"1706",2014,0.22,0.78,562,"Asia","Uzbekistan",4.707,1432,"Robbery"
"1707",2014,0.22,0.78,563,"Asia","Hong Kong Special Administrative Region of China",NA,NA,"Robbery"
"1708",2014,0.22,0.78,564,"Asia","Japan",2.384,3056,"Robbery"
"1709",2014,0.22,0.78,565,"Asia","Macao Special Administrative Region of China",20.339,120,"Robbery"
"1710",2014,0.22,0.78,566,"Asia","Mongolia",23.333,686,"Robbery"
"1711",2014,0.22,0.78,567,"Asia","Republic of Korea",3.134,1586,"Robbery"
"1712",2014,0.22,0.78,568,"Asia","Indonesia",4.609,11758,"Robbery"
"1713",2014,0.22,0.78,569,"Asia","Myanmar",0.222,116,"Robbery"
"1714",2014,0.22,0.78,570,"Asia","Philippines",43.503,43726,"Robbery"
"1715",2014,0.22,0.78,571,"Asia","Singapore",4.162,230,"Robbery"
"1716",2014,0.22,0.78,572,"Asia","Thailand",2.091,1431,"Robbery"
"1717",2014,0.22,0.78,573,"Asia","Timor-Leste",NA,NA,"Robbery"
"1718",2014,0.22,0.78,574,"Asia","Bhutan",1.808,13,"Robbery"
"1719",2014,0.22,0.78,575,"Asia","India",NA,NA,"Robbery"
"1720",2014,0.22,0.78,576,"Asia","Maldives",NA,NA,"Robbery"
"1721",2014,0.22,0.78,577,"Asia","Nepal",NA,NA,"Robbery"
"1722",2014,0.22,0.78,578,"Asia","Pakistan",9.271,18107,"Robbery"
"1723",2014,0.22,0.78,579,"Asia","Sri Lanka",20.371,4235,"Robbery"
"1724",2014,0.22,0.78,580,"Asia","Armenia",9.924,289,"Robbery"
"1725",2014,0.22,0.78,581,"Asia","Azerbaijan",2.535,241,"Robbery"
"1726",2014,0.22,0.78,582,"Asia","Cyprus",9.028,104,"Robbery"
"1727",2014,0.22,0.78,583,"Asia","Georgia",11.673,471,"Robbery"
"1728",2014,0.22,0.78,584,"Asia","Israel",NA,NA,"Robbery"
"1729",2014,0.22,0.78,585,"Asia","Jordan",NA,NA,"Robbery"
"1730",2014,0.22,0.78,586,"Asia","Lebanon",NA,NA,"Robbery"
"1731",2014,0.22,0.78,587,"Asia","Oman",4.321,174,"Robbery"
"1732",2014,0.22,0.78,588,"Asia","Saudi Arabia",NA,NA,"Robbery"
"1733",2014,0.22,0.78,589,"Asia","State of Palestine",NA,NA,"Robbery"
"1734",2014,0.22,0.78,590,"Asia","Turkey",55.163,42602,"Robbery"
"1735",2014,0.22,0.78,591,"Asia","United Arab Emirates",7.76,715,"Robbery"
"1736",2014,0.22,0.78,592,"Europe","Belarus",26.081,2460,"Robbery"
"1737",2014,0.22,0.78,593,"Europe","Bulgaria",32.1,2326,"Robbery"
"1738",2014,0.22,0.78,594,"Europe","Czech Republic",24.049,2547,"Robbery"
"1739",2014,0.22,0.78,595,"Europe","Hungary",19.929,1954,"Robbery"
"1740",2014,0.22,0.78,596,"Europe","Poland",36.408,13868,"Robbery"
"1741",2014,0.22,0.78,597,"Europe","Republic of Moldova",3.069,125,"Robbery"
"1742",2014,0.22,0.78,598,"Europe","Romania",32.032,6418,"Robbery"
"1743",2014,0.22,0.78,599,"Europe","Russian Federation",9.913,14340,"Robbery"
"1744",2014,0.22,0.78,600,"Europe","Slovakia",12.525,680,"Robbery"
"1745",2014,0.22,0.78,601,"Europe","Ukraine",NA,NA,"Robbery"
"1746",2014,0.22,0.78,602,"Europe","Denmark",40.996,2322,"Robbery"
"1747",2014,0.22,0.78,603,"Europe","Estonia",27.356,360,"Robbery"
"1748",2014,0.22,0.78,604,"Europe","Finland",30.892,1687,"Robbery"
"1749",2014,0.22,0.78,605,"Europe","Iceland",15.502,51,"Robbery"
"1750",2014,0.22,0.78,606,"Europe","Ireland",57.273,2650,"Robbery"
"1751",2014,0.22,0.78,607,"Europe","Latvia",40.03,809,"Robbery"
"1752",2014,0.22,0.78,608,"Europe","Lithuania",56.816,1688,"Robbery"
"1753",2014,0.22,0.78,609,"Europe","Norway",20.673,1063,"Robbery"
"1754",2014,0.22,0.78,610,"Europe","Sweden",86.298,8364,"Robbery"
"1755",2014,0.22,0.78,611,"Europe","Albania",10.256,297,"Robbery"
"1756",2014,0.22,0.78,612,"Europe","Andorra",8.861,7,"Robbery"
"1757",2014,0.22,0.78,613,"Europe","Bosnia and Herzegovina",29.437,1025,"Robbery"
"1758",2014,0.22,0.78,614,"Europe","Croatia",29.793,1268,"Robbery"
"1759",2014,0.22,0.78,615,"Europe","Greece",35.511,3800,"Robbery"
"1760",2014,0.22,0.78,616,"Europe","Holy See",0,0,"Robbery"
"1761",2014,0.22,0.78,617,"Europe","Italy",64.95,39236,"Robbery"
"1762",2014,0.22,0.78,618,"Europe","Malta",44.186,190,"Robbery"
"1763",2014,0.22,0.78,619,"Europe","Montenegro",29.984,188,"Robbery"
"1764",2014,0.22,0.78,620,"Europe","North Macedonia",14.678,305,"Robbery"
"1765",2014,0.22,0.78,621,"Europe","Portugal",149.683,15594,"Robbery"
"1766",2014,0.22,0.78,622,"Europe","Serbia",36.323,3232,"Robbery"
"1767",2014,0.22,0.78,623,"Europe","Slovenia",14.369,297,"Robbery"
"1768",2014,0.22,0.78,624,"Europe","Spain",151.471,70855,"Robbery"
"1769",2014,0.22,0.78,625,"Europe","Austria",40.406,3481,"Robbery"
"1770",2014,0.22,0.78,626,"Europe","Belgium",195.419,21928,"Robbery"
"1771",2014,0.22,0.78,627,"Europe","France",177.732,114093,"Robbery"
"1772",2014,0.22,0.78,628,"Europe","Germany",55.832,45475,"Robbery"
"1773",2014,0.22,0.78,629,"Europe","Liechtenstein",2.703,1,"Robbery"
"1774",2014,0.22,0.78,630,"Europe","Luxembourg",110.811,615,"Robbery"
"1775",2014,0.22,0.78,631,"Europe","Monaco",48.649,18,"Robbery"
"1776",2014,0.22,0.78,632,"Europe","Netherlands",61.866,10451,"Robbery"
"1777",2014,0.22,0.78,633,"Europe","Switzerland",28.845,2367,"Robbery"
"1778",2014,0.22,0.78,634,"Oceania","Australia",41.927,9893,"Robbery"
"1779",2014,0.22,0.78,635,"Oceania","New Zealand",44.133,2016,"Robbery"
"1780",2015,0.26,0.74,636,"Africa","Burundi",NA,NA,"Robbery"
"1781",2015,0.26,0.74,637,"Africa","Kenya",5.984,2865,"Robbery"
"1782",2015,0.26,0.74,638,"Africa","Madagascar",7.184,1741,"Robbery"
"1783",2015,0.26,0.74,639,"Africa","Mauritius",NA,NA,"Robbery"
"1784",2015,0.26,0.74,640,"Africa","Rwanda",NA,NA,"Robbery"
"1785",2015,0.26,0.74,641,"Africa","Uganda",NA,NA,"Robbery"
"1786",2015,0.26,0.74,642,"Africa","United Republic of Tanzania",18.237,9389,"Robbery"
"1787",2015,0.26,0.74,643,"Africa","Cameroon",20.624,4805,"Robbery"
"1788",2015,0.26,0.74,644,"Africa","Sao Tome and Principe",NA,NA,"Robbery"
"1789",2015,0.26,0.74,645,"Africa","Algeria",65.5,26022,"Robbery"
"1790",2015,0.26,0.74,646,"Africa","Egypt",NA,NA,"Robbery"
"1791",2015,0.26,0.74,647,"Africa","Morocco",54.947,19047,"Robbery"
"1792",2015,0.26,0.74,648,"Africa","Botswana",NA,NA,"Robbery"
"1793",2015,0.26,0.74,649,"Africa","South Africa",336.975,186637,"Robbery"
"1794",2015,0.26,0.74,650,"Africa","Benin",NA,NA,"Robbery"
"1795",2015,0.26,0.74,651,"Africa","Cabo Verde",1042.286,5472,"Robbery"
"1796",2015,0.26,0.74,652,"Africa","Guinea-Bissau",13.529,235,"Robbery"
"1797",2015,0.26,0.74,653,"Africa","Nigeria",NA,NA,"Robbery"
"1798",2015,0.26,0.74,654,"Africa","Senegal",17.17,2503,"Robbery"
"1799",2015,0.26,0.74,655,"Americas","Bahamas",287.701,1076,"Robbery"
"1800",2015,0.26,0.74,656,"Americas","Barbados",105.263,300,"Robbery"
"1801",2015,0.26,0.74,657,"Americas","Dominica",5.634,4,"Robbery"
"1802",2015,0.26,0.74,658,"Americas","Dominican Republic",74.713,7682,"Robbery"
"1803",2015,0.26,0.74,659,"Americas","Grenada",69.091,76,"Robbery"
"1804",2015,0.26,0.74,660,"Americas","Jamaica",66.344,1918,"Robbery"
"1805",2015,0.26,0.74,661,"Americas","Puerto Rico",120.343,4070,"Robbery"
"1806",2015,0.26,0.74,662,"Americas","St. Kitts and Nevis",NA,NA,"Robbery"
"1807",2015,0.26,0.74,663,"Americas","St. Vincent and the Grenadines",NA,NA,"Robbery"
"1808",2015,0.26,0.74,664,"Americas","Trinidad and Tobago",180.219,2469,"Robbery"
"1809",2015,0.26,0.74,665,"Americas","Belize",59.28,214,"Robbery"
"1810",2015,0.26,0.74,666,"Americas","Costa Rica",1690.285,81945,"Robbery"
"1811",2015,0.26,0.74,667,"Americas","El Salvador",81.597,5161,"Robbery"
"1812",2015,0.26,0.74,668,"Americas","Guatemala",NA,NA,"Robbery"
"1813",2015,0.26,0.74,669,"Americas","Honduras",104.828,9553,"Robbery"
"1814",2015,0.26,0.74,670,"Americas","Mexico",79.168,96472,"Robbery"
"1815",2015,0.26,0.74,671,"Americas","Nicaragua",NA,NA,"Robbery"
"1816",2015,0.26,0.74,672,"Americas","Panama",205.847,8168,"Robbery"
"1817",2015,0.26,0.74,673,"Americas","Bermuda",71.875,46,"Robbery"
"1818",2015,0.26,0.74,674,"Americas","Canada",61.479,22149,"Robbery"
"1819",2015,0.26,0.74,675,"Americas","United States of America",102.251,328100,"Robbery"
"1820",2015,0.26,0.74,676,"Americas","Argentina",1028.515,443033,"Robbery"
"1821",2015,0.26,0.74,677,"Americas","Bolivia (Plurinational State of)",NA,NA,"Robbery"
"1822",2015,0.26,0.74,678,"Americas","Brazil",758.35,1550614,"Robbery"
"1823",2015,0.26,0.74,679,"Americas","Chile",592.554,106476,"Robbery"
"1824",2015,0.26,0.74,680,"Americas","Colombia",213.255,101341,"Robbery"
"1825",2015,0.26,0.74,681,"Americas","Ecuador",581.847,94329,"Robbery"
"1826",2015,0.26,0.74,682,"Americas","Guyana",190.743,1463,"Robbery"
"1827",2015,0.26,0.74,683,"Americas","Paraguay",314.845,21060,"Robbery"
"1828",2015,0.26,0.74,684,"Americas","Peru",272.226,82950,"Robbery"
"1829",2015,0.26,0.74,685,"Americas","Uruguay",569.256,19423,"Robbery"
"1830",2015,0.26,0.74,686,"Asia","Kazakhstan",69.412,12197,"Robbery"
"1831",2015,0.26,0.74,687,"Asia","Kyrgyzstan",NA,NA,"Robbery"
"1832",2015,0.26,0.74,688,"Asia","Tajikistan",NA,NA,"Robbery"
"1833",2015,0.26,0.74,689,"Asia","Uzbekistan",3.944,1220,"Robbery"
"1834",2015,0.26,0.74,690,"Asia","Hong Kong Special Administrative Region of China",NA,NA,"Robbery"
"1835",2015,0.26,0.74,691,"Asia","Japan",1.896,2426,"Robbery"
"1836",2015,0.26,0.74,692,"Asia","Macao Special Administrative Region of China",18.771,113,"Robbery"
"1837",2015,0.26,0.74,693,"Asia","Mongolia",17.912,537,"Robbery"
"1838",2015,0.26,0.74,694,"Asia","Republic of Korea",2.845,1446,"Robbery"
"1839",2015,0.26,0.74,695,"Asia","Indonesia",4.558,11776,"Robbery"
"1840",2015,0.26,0.74,696,"Asia","Myanmar",0.277,146,"Robbery"
"1841",2015,0.26,0.74,697,"Asia","Philippines",31.084,31741,"Robbery"
"1842",2015,0.26,0.74,698,"Asia","Singapore",2.2,123,"Robbery"
"1843",2015,0.26,0.74,699,"Asia","Thailand",2.181,1499,"Robbery"
"1844",2015,0.26,0.74,700,"Asia","Timor-Leste",NA,NA,"Robbery"
"1845",2015,0.26,0.74,701,"Asia","Bhutan",3.159,23,"Robbery"
"1846",2015,0.26,0.74,702,"Asia","India",NA,NA,"Robbery"
"1847",2015,0.26,0.74,703,"Asia","Maldives",NA,NA,"Robbery"
"1848",2015,0.26,0.74,704,"Asia","Nepal",NA,NA,"Robbery"
"1849",2015,0.26,0.74,705,"Asia","Pakistan",7.604,15164,"Robbery"
"1850",2015,0.26,0.74,706,"Asia","Sri Lanka",19.213,4017,"Robbery"
"1851",2015,0.26,0.74,707,"Asia","Armenia",9.945,291,"Robbery"
"1852",2015,0.26,0.74,708,"Asia","Azerbaijan",NA,NA,"Robbery"
"1853",2015,0.26,0.74,709,"Asia","Cyprus",8.01,93,"Robbery"
"1854",2015,0.26,0.74,710,"Asia","Georgia",NA,NA,"Robbery"
"1855",2015,0.26,0.74,711,"Asia","Israel",NA,NA,"Robbery"
"1856",2015,0.26,0.74,712,"Asia","Jordan",NA,NA,"Robbery"
"1857",2015,0.26,0.74,713,"Asia","Lebanon",42.691,2789,"Robbery"
"1858",2015,0.26,0.74,714,"Asia","Oman",1.711,73,"Robbery"
"1859",2015,0.26,0.74,715,"Asia","Saudi Arabia",NA,NA,"Robbery"
"1860",2015,0.26,0.74,716,"Asia","State of Palestine",NA,NA,"Robbery"
"1861",2015,0.26,0.74,717,"Asia","Turkey",43.208,33931,"Robbery"
"1862",2015,0.26,0.74,718,"Asia","United Arab Emirates",8.917,826,"Robbery"
"1863",2015,0.26,0.74,719,"Europe","Belarus",NA,NA,"Robbery"
"1864",2015,0.26,0.74,720,"Europe","Bulgaria",27.028,1946,"Robbery"
"1865",2015,0.26,0.74,721,"Europe","Czech Republic",19.074,2022,"Robbery"
"1866",2015,0.26,0.74,722,"Europe","Hungary",14.727,1440,"Robbery"
"1867",2015,0.26,0.74,723,"Europe","Poland",26.844,10210,"Robbery"
"1868",2015,0.26,0.74,724,"Europe","Republic of Moldova",NA,NA,"Robbery"
"1869",2015,0.26,0.74,725,"Europe","Romania",16.853,3358,"Robbery"
"1870",2015,0.26,0.74,726,"Europe","Russian Federation",9.409,13642,"Robbery"
"1871",2015,0.26,0.74,727,"Europe","Slovakia",9.915,539,"Robbery"
"1872",2015,0.26,0.74,728,"Europe","Ukraine",NA,NA,"Robbery"
"1873",2015,0.26,0.74,729,"Europe","Denmark",35.753,2034,"Robbery"
"1874",2015,0.26,0.74,730,"Europe","Estonia",25.627,337,"Robbery"
"1875",2015,0.26,0.74,731,"Europe","Finland",28.243,1548,"Robbery"
"1876",2015,0.26,0.74,732,"Europe","Iceland",16.061,53,"Robbery"
"1877",2015,0.26,0.74,733,"Europe","Ireland",55.331,2574,"Robbery"
"1878",2015,0.26,0.74,734,"Europe","Latvia",38.989,779,"Robbery"
"1879",2015,0.26,0.74,735,"Europe","Lithuania",54.229,1590,"Robbery"
"1880",2015,0.26,0.74,736,"Europe","Norway",17.885,930,"Robbery"
"1881",2015,0.26,0.74,737,"Europe","Sweden",86.646,8461,"Robbery"
"1882",2015,0.26,0.74,738,"Europe","Albania",8.094,234,"Robbery"
"1883",2015,0.26,0.74,739,"Europe","Andorra",10.256,8,"Robbery"
"1884",2015,0.26,0.74,740,"Europe","Bosnia and Herzegovina",NA,NA,"Robbery"
"1885",2015,0.26,0.74,741,"Europe","Croatia",30.971,1311,"Robbery"
"1886",2015,0.26,0.74,742,"Europe","Greece",40.488,4316,"Robbery"
"1887",2015,0.26,0.74,743,"Europe","Holy See",0,0,"Robbery"
"1888",2015,0.26,0.74,744,"Europe","Italy",57.919,35086,"Robbery"
"1889",2015,0.26,0.74,745,"Europe","Malta",55.76,242,"Robbery"
"1890",2015,0.26,0.74,746,"Europe","Montenegro",24.88,156,"Robbery"
"1891",2015,0.26,0.74,747,"Europe","North Macedonia",13.372,278,"Robbery"
"1892",2015,0.26,0.74,748,"Europe","Portugal",149.228,15472,"Robbery"
"1893",2015,0.26,0.74,749,"Europe","Serbia",34.178,3034,"Robbery"
"1894",2015,0.26,0.74,750,"Europe","Slovenia",11.202,232,"Robbery"
"1895",2015,0.26,0.74,751,"Europe","Spain",138.372,64581,"Robbery"
"1896",2015,0.26,0.74,752,"Europe","Austria",39.359,3416,"Robbery"
"1897",2015,0.26,0.74,753,"Europe","Belgium",198.432,22399,"Robbery"
"1898",2015,0.26,0.74,754,"Europe","France",161.538,104116,"Robbery"
"1899",2015,0.26,0.74,755,"Europe","Germany",54.613,44666,"Robbery"
"1900",2015,0.26,0.74,756,"Europe","Liechtenstein",8.108,3,"Robbery"
"1901",2015,0.26,0.74,757,"Europe","Luxembourg",97.707,554,"Robbery"
"1902",2015,0.26,0.74,758,"Europe","Monaco",31.579,12,"Robbery"
"1903",2015,0.26,0.74,759,"Europe","Netherlands",57.463,9733,"Robbery"
"1904",2015,0.26,0.74,760,"Europe","Switzerland",22.406,1859,"Robbery"
"1905",2015,0.26,0.74,761,"Oceania","Australia",37.471,8968,"Robbery"
"1906",2015,0.26,0.74,762,"Oceania","New Zealand",65.699,3032,"Robbery"
"1907",2016,0.31,0.69,763,"Africa","Burundi",NA,NA,"Robbery"
"1908",2016,0.31,0.69,764,"Africa","Kenya",5.411,2654,"Robbery"
"1909",2016,0.31,0.69,765,"Africa","Madagascar",NA,NA,"Robbery"
"1910",2016,0.31,0.69,766,"Africa","Mauritius",NA,NA,"Robbery"
"1911",2016,0.31,0.69,767,"Africa","Rwanda",NA,NA,"Robbery"
"1912",2016,0.31,0.69,768,"Africa","Uganda",18.303,7257,"Robbery"
"1913",2016,0.31,0.69,769,"Africa","United Republic of Tanzania",NA,NA,"Robbery"
"1914",2016,0.31,0.69,770,"Africa","Cameroon",17.599,4211,"Robbery"
"1915",2016,0.31,0.69,771,"Africa","Sao Tome and Principe",NA,NA,"Robbery"
"1916",2016,0.31,0.69,772,"Africa","Algeria",NA,NA,"Robbery"
"1917",2016,0.31,0.69,773,"Africa","Egypt",NA,NA,"Robbery"
"1918",2016,0.31,0.69,774,"Africa","Morocco",52.938,18595,"Robbery"
"1919",2016,0.31,0.69,775,"Africa","Botswana",NA,NA,"Robbery"
"1920",2016,0.31,0.69,776,"Africa","South Africa",345.812,194374,"Robbery"
"1921",2016,0.31,0.69,777,"Africa","Benin",NA,NA,"Robbery"
"1922",2016,0.31,0.69,778,"Africa","Cabo Verde",NA,NA,"Robbery"
"1923",2016,0.31,0.69,779,"Africa","Guinea-Bissau",20.314,362,"Robbery"
"1924",2016,0.31,0.69,780,"Africa","Nigeria",NA,NA,"Robbery"
"1925",2016,0.31,0.69,781,"Africa","Senegal",NA,NA,"Robbery"
"1926",2016,0.31,0.69,782,"Americas","Bahamas",241.534,913,"Robbery"
"1927",2016,0.31,0.69,783,"Americas","Barbados",65.035,186,"Robbery"
"1928",2016,0.31,0.69,784,"Americas","Dominica",88.732,63,"Robbery"
"1929",2016,0.31,0.69,785,"Americas","Dominican Republic",67.167,6984,"Robbery"
"1930",2016,0.31,0.69,786,"Americas","Grenada",50,55,"Robbery"
"1931",2016,0.31,0.69,787,"Americas","Jamaica",49.277,1432,"Robbery"
"1932",2016,0.31,0.69,788,"Americas","Puerto Rico",99.056,3252,"Robbery"
"1933",2016,0.31,0.69,789,"Americas","St. Kitts and Nevis",NA,NA,"Robbery"
"1934",2016,0.31,0.69,790,"Americas","St. Vincent and the Grenadines",72.477,79,"Robbery"
"1935",2016,0.31,0.69,791,"Americas","Trinidad and Tobago",NA,NA,"Robbery"
"1936",2016,0.31,0.69,792,"Americas","Belize",63.043,232,"Robbery"
"1937",2016,0.31,0.69,793,"Americas","Costa Rica",1558.747,76363,"Robbery"
"1938",2016,0.31,0.69,794,"Americas","El Salvador",53.493,3400,"Robbery"
"1939",2016,0.31,0.69,795,"Americas","Guatemala",NA,NA,"Robbery"
"1940",2016,0.31,0.69,796,"Americas","Honduras",180.175,16704,"Robbery"
"1941",2016,0.31,0.69,797,"Americas","Mexico",128.833,158894,"Robbery"
"1942",2016,0.31,0.69,798,"Americas","Nicaragua",NA,NA,"Robbery"
"1943",2016,0.31,0.69,799,"Americas","Panama",191.281,7722,"Robbery"
"1944",2016,0.31,0.69,800,"Americas","Bermuda",NA,NA,"Robbery"
"1945",2016,0.31,0.69,801,"Americas","Canada",60.352,21958,"Robbery"
"1946",2016,0.31,0.69,802,"Americas","United States of America",103.029,332800,"Robbery"
"1947",2016,0.31,0.69,803,"Americas","Argentina",1004.592,437078,"Robbery"
"1948",2016,0.31,0.69,804,"Americas","Bolivia (Plurinational State of)",NA,NA,"Robbery"
"1949",2016,0.31,0.69,805,"Americas","Brazil",771.392,1590325,"Robbery"
"1950",2016,0.31,0.69,806,"Americas","Chile",636.389,115880,"Robbery"
"1951",2016,0.31,0.69,807,"Americas","Colombia",304.394,146642,"Robbery"
"1952",2016,0.31,0.69,808,"Americas","Ecuador",499.46,82366,"Robbery"
"1953",2016,0.31,0.69,809,"Americas","Guyana",167.185,1289,"Robbery"
"1954",2016,0.31,0.69,810,"Americas","Paraguay",328.666,22277,"Robbery"
"1955",2016,0.31,0.69,811,"Americas","Peru",248.147,76742,"Robbery"
"1956",2016,0.31,0.69,812,"Americas","Uruguay",548.89,18794,"Robbery"
"1957",2016,0.31,0.69,813,"Asia","Kazakhstan",NA,NA,"Robbery"
"1958",2016,0.31,0.69,814,"Asia","Kyrgyzstan",15.953,969,"Robbery"
"1959",2016,0.31,0.69,815,"Asia","Tajikistan",NA,NA,"Robbery"
"1960",2016,0.31,0.69,816,"Asia","Uzbekistan",3.346,1052,"Robbery"
"1961",2016,0.31,0.69,817,"Asia","Hong Kong Special Administrative Region of China",NA,NA,"Robbery"
"1962",2016,0.31,0.69,818,"Asia","Japan",1.825,2332,"Robbery"
"1963",2016,0.31,0.69,819,"Asia","Macao Special Administrative Region of China",15.987,98,"Robbery"
"1964",2016,0.31,0.69,820,"Asia","Mongolia",15.51,474,"Robbery"
"1965",2016,0.31,0.69,821,"Asia","Republic of Korea",2.254,1149,"Robbery"
"1966",2016,0.31,0.69,822,"Asia","Indonesia",4.624,12095,"Robbery"
"1967",2016,0.31,0.69,823,"Asia","Myanmar",0.337,179,"Robbery"
"1968",2016,0.31,0.69,824,"Asia","Philippines",20.468,21218,"Robbery"
"1969",2016,0.31,0.69,825,"Asia","Singapore",1.698,96,"Robbery"
"1970",2016,0.31,0.69,826,"Asia","Thailand",1.54,1062,"Robbery"
"1971",2016,0.31,0.69,827,"Asia","Timor-Leste",1.313,16,"Robbery"
"1972",2016,0.31,0.69,828,"Asia","Bhutan",3.392,25,"Robbery"
